order_id,order_seq_nbr,customer_id,product_id,order_date
253,2,50,5,2023-09-02
254,2,51,10,2022-10-24
255,2,52,8,2022-10-04
256,2,53,27,2023-04-14
257,2,54,19,2022-09-05
258,2,55,23,2023-03-01
259,2,56,7,2023-06-11
260,2,57,31,2021-07-12
261,2,58,9,2021-11-18
262,2,59,15,2021-03-25
263,2,60,25,2022-12-07
264,2,61,18,2023-07-01
265,2,62,14,2022-04-15
266,2,63,2,2023-04-09
267,2,64,20,2021-08-11
268,2,65,7,2023-05-15
269,2,66,11,2022-11-06
270,2,67,19,2023-06-27
271,2,68,6,2022-02-14
272,2,69,8,2023-05-18
273,2,70,28,2023-04-06
274,2,71,9,2021-10-14
275,2,72,3,2022-03-19
276,2,73,12,2023-01-15
277,2,74,5,2021-07-12
278,2,75,20,2022-06-23
279,2,76,11,2021-11-12
280,2,77,10,2023-08-31
281,2,78,15,2022-05-27
282,2,79,8,2023-09-25
283,2,80,12,2023-06-12
284,2,81,6,2022-10-18
285,2,82,1,2023-01-27
286,2,83,3,2021-09-16
287,2,84,2,2022-11-24
288,2,85,4,2022-11-22
289,2,86,7,2022-05-26
290,2,87,19,2022-03-06
291,2,88,20,2022-06-15
292,2,89,13,2023-01-29
293,2,90,27,2022-07-08
294,2,91,14,2021-04-11
295,2,92,23,2021-05-01
296,2,93,18,2022-09-24
297,2,94,11,2023-06-29
298,2,95,27,2023-08-25
299,2,96,5,2023-02-01
300,2,97,21,2022-05-10
301,2,98,21,2021-10-09
302,2,99,25,2023-05-29
303,3,100,30,2022-11-02
304,3,1,1,2022-12-21
305,3,2,2,2022-05-12
306,3,3,19,2023-01-16
307,3,4,20,2023-07-06
308,3,5,11,2022-11-19
309,3,6,29,2021-10-13
310,3,7,7,2022-02-27
311,3,8,1,2022-06-17
312,3,9,10,2021-10-07
313,3,10,10,2022-05-02
314,3,11,12,2021-11-09
315,3,12,16,2023-05-17
316,3,13,30,2021-08-22
317,3,14,24,2023-03-08
318,3,15,6,2021-04-16
319,3,16,25,2022-01-14
320,3,17,10,2022-03-09
321,3,18,15,2022-11-20
322,3,19,1,2023-06-11
323,3,20,18,2022-03-30
324,3,21,3,2022-01-08
325,3,22,4,2021-11-04
326,3,23,19,2022-09-28
327,3,24,23,2021-05-16
328,3,25,13,2021-06-21
329,3,26,30,2022-09-24
330,3,27,20,2021-01-03
331,3,28,22,2022-07-14
332,3,29,5,2021-01-17
333,3,30,9,2022-05-10
334,4,1,11,2022-05-06
335,4,1,14,2023-01-11
336,4,2,16,2021-09-18
337,4,3,17,2023-04-25
338,4,4,3,2021-06-09
339,4,5,5,2021-05-03
340,4,6,19,2021-05-17
341,4,7,20,2022-10-24
342,4,8,18,2023-03-12
343,4,9,10,2021-03-29
344,4,10,14,2023-02-01
345,4,11,9,2022-06-18
346,4,12,23,2021-04-05
347,4,13,1,2021-08-02
348,4,14,12,2022-11-08
349,4,15,27,2023-03-03
350,4,16,2,2023-05-16
351,4,17,32,2022-02-20
352,4,18,6,2022-07-30
353,4,19,20,2022-06-26
354,4,20,2,2023-07-21
355,4,21,15,2021-05-27
356,4,22,23,2022-07-11
357,4,23,12,2022-01-22
358,4,24,29,2023-04-05
359,4,25,4,2023-03-07
360,4,26,8,2023-02-25
361,4,27,21,2021-11-15
362,4,28,2,2023-07-07
363,4,29,1,2022-05-12
364,4,30,27,2023-05-28
365,5,1,6,2021-11-10
366,5,2,12,2021-12-13
367,5,3,8,2022-02-17
368,5,4,20,2023-07-06
369,5,5,18,2022-12-26
370,5,6,12,2021-10-11
371,5,7,14,2022-06-16
372,5,8,1,2023-04-25
373,5,9,24,2022-03-18
374,5,10,26,2023-02-20
375,5,11,16,2023-07-01
376,5,12,3,2022-09-19
377,5,13,22,2022-06-08
378,5,14,11,2021-07-12
379,5,15,3,2021-05-08
380,6,1,5,2021-08-03
381,6,2,17,2022-04-19
382,6,3,30,2021-12-12
383,6,4,14,2022-11-22
384,6,5,19,2022-09-01
385,6,6,28,2023-04-10
386,6,7,7,2022-05-10
387,6,8,11,2023-01-28
388,6,9,8,2023-05-13
389,6,10,10,2021-10-04
390,6,11,2,2022-02-12
391,6,12,23,2022-01-29
392,6,13,4,2023-08-21
393,6,14,6,2023-01-19
394,6,15,14,2021-08-09
395,6,16,9,2023-05-11
396,6,17,13,2021-11-02
397,6,18,11,2023-02-08
398,6,19,20,2023-07-04
399,6,20,17,2021-02-21
400,6,21,22,2023-03-23
401,7,1,6,2022-06-13
402,7,1,29,2023-06-18
403,7,2,9,2023-03-01
404,7,3,20,2021-12-11
405,7,4,5,2022-02-20
406,7,5,14,2021-11-05
407,7,6,18,2022-07-29
408,7,7,19,2022-03-16
409,7,8,16,2021-02-03
410,7,9,1,2023-03-14
411,7,10,21,2022-11-08
412,7,11,11,2022-05-15
413,7,12,12,2021-03-30
414,7,13,10,2022-06-01
415,7,14,17,2023-05-17
416,7,15,8,2021-08-12
417,7,16,14,2022-04-06
418,7,17,2,2023-04-05
419,7,18,13,2021-10-01
420,7,19,3,2022-09-28
421,7,20,15,2023-07-12
422,7,21,23,2023-03-13
423,7,22,18,2023-04-12
424,7,23,28,2023-01-11
425,8,1,9,2021-01-23
426,8,1,3,2023-03-16
427,8,2,21,2021-05-08
428,8,3,29,2022-10-20
429,8,4,2,2021-03-01
430,8,5,17,2023-05-02
431,8,6,10,2023-06-06
432,8,7,19,2022-09-02
433,8,8,13,2022-11-21
434,8,9,11,2023-07-21
435,8,10,14,2022-12-27
436,8,11,8,2022-04-13
437,8,12,27,2021-12-16
438,8,13,23,2023-02-04
439,8,14,5,2022-09-05
440,8,15,19,2023-06-01
441,8,16,16,2023-03-06
442,8,17,24,2022-02-10
443,9,1,30,2023-02-19
444,9,2,22,2022-06-27
445,9,2,5,2023-07-20
446,9,3,6,2023-04-17
447,9,4,8,2022-04-30
448,9,5,14,2021-05-23
449,9,6,27,2023-08-07
450,9,7,24,2022-10-15
451,9,8,30,2022-05-12
452,9,9,28,2022-03-23
453,9,10,15,2023-07-18
454,9,11,16,2023-01-12
455,9,12,3,2022-11-13
456,9,13,10,2021-06-15
457,9,14,13,2021-09-22
458,9,15,21,2022-12-01
459,9,16,29,2021-02-27
460,9,17,19,2023-08-14
461,9,18,17,2021-01-09
462,9,19,6,2022-01-22
463,9,20,4,2021-11-09
464,9,21,12,2021-10-17
465,9,22,20,2022-03-14
466,9,23,5,2022-01-17
467,9,24,28,2022-07-19
468,9,25,16,2022-01-10
469,9,26,19,2021-08-20
470,9,27,2,2023-01-15
471,9,28,11,2022-09-09
472,9,29,7,2023-05-30
473,9,30,24,2022-11-12
474,10,1,22,2022-10-16
475,10,1,9,2021-05-21
476,10,2,4,2023-02-14
477,10,3,21,2021-01-24
478,10,4,20,2022-06-07
479,10,5,28,2022-08-22
480,10,6,2,2022-07-08
481,10,7,25,2021-12-10
482,10,8,12,2021-09-22
483,10,9,13,2023-02-09
484,10,10,15,2022-11-05
485,10,11,26,2023-05-02
486,10,12,10,2023-07-16
487,10,13,8,2021-03-13
488,10,14,19,2023-03-10
489,10,15,19,2023-03-11
490,10,16,24,2023-01-12
491,10,17,27,2022-07-22
492,10,18,30,2023-02-01
493,10,19,11,2023-05-30
494,10,20,3,2021-12-21
495,10,21,20,2022-11-23
496,10,22,18,2021-03-21
497,10,23,2,2022-09-05
498,10,24,8,2023-08-31
499,10,25,10,2022-11-30
500,10,26,24,2021-10-11
501,11,1,5,2022-01-19
502,11,2,5,2021-09-14
503,11,3,14,2021-12-08
504,11,4,23,2022-07-09
505,11,5,3,2021-02-23
506,11,6,26,2023-04-18
507,11,7,17,2022-05-18
508,11,8,8,2023-05-10
509,11,9,11,2021-03-23
510,11,10,9,2022-12-04
511,11,11,4,2023-09-01
512,11,12,5,2021-04-16
513,11,13,1,2023-01-27
514,11,14,7,2022-10-15
515,11,15,13,2021-08-08
516,11,16,30,2022-08-28
517,11,17,24,2023-06-03
518,11,18,19,2021-05-30
519,11,19,12,2022-01-28
520,11,20,20,2023-03-07
521,11,21,19,2023-02-01
522,11,22,3,2022-04-10
523,11,23,14,2022-02-07
524,11,24,12,2021-11-05
525,11,25,28,2022-12-24
526,11,26,8,2023-04-14
527,12,1,6,2022-05-28
528,12,1,29,2023-03-08
529,12,2,4,2022-06-11
530,12,3,2,2021-01-11
531,12,4,23,2022-03-22
532,12,5,18,2022-02-09
533,12,6,21,2023-06-27
534,12,7,16,2022-10-19
535,12,8,15,2022-11-04
536,12,9,12,2021-03-02
537,12,10,28,2022-01-27
538,12,11,2,2022-09-24
539,12,12,6,2022-01-28
540,12,13,9,2021-09-07
541,12,14,13,2023-04-03
542,12,15,1,2021-10-04
543,12,16,30,2023-07-12
544,12,17,23,2021-08-26
545,12,18,8,2021-10-29
546,12,19,14,2022-06-11
547,12,20,10,2021-07-02
548,12,21,3,2022-07-14
549,12,22,6,2022-04-01
550,12,23,17,2023-04-12
551,12,24,29,2023-02-15
552,12,25,5,2023-07-09
553,12,26,17,2021-05-02
554,12,27,19,2023-06-17
555,12,28,22,2021-12-03
556,12,29,24,2022-06-28
557,12,30,9,2021-12-30
558,13,1,5,2021-11-27
559,13,1,24,2023-02-15
560,13,2,8,2021-07-14
561,13,3,2,2021-02-07
562,13,4,26,2023-01-16
563,13,5,14,2021-09-09
564,13,6,11,2021-01-26
565,13,7,25,2022-05-01
566,13,8,30,2021-06-18
567,13,9,12,2022-04-18
568,13,10,14,2022-09-04
569,13,11,5,2021-10-11
570,13,12,19,2022-06-09
571,13,13,8,2021-07-28
572,13,14,20,2021-06-25
573,13,15,30,2022-11-06
574,13,16,13,2022-03-15
575,13,17,18,2021-04-22
576,13,18,17,2023-02-04
577,13,19,28,2021-06-09
578,13,20,5,2022-08-02
579,13,21,7,2021-12-05
580,13,22,2,2021-09-17
581,13,23,21,2022-07-19
582,13,24,4,2021-11-11
583,13,25,20,2023-04-05
584,13,26,30,2023-06-20
585,13,27,22,2022-02-11
586,13,28,16,2021-02-20
587,13,29,13,2021-12-01
588,13,30,17,2022-02-14
589,14,1,5,2022-03-29
590,14,1,27,2023-07-30
591,14,2,8,2021-12-20
592,14,3,14,2021-09-11
593,14,4,20,2021-08-14
594,14,5,1,2021-04-15
595,14,6,29,2022-04-14
596,14,7,12,2023-01-02
597,14,8,13,2023-04-01
598,14,9,20,2021-07-09
599,14,10,11,2021-02-22
600,14,11,3,2022-03-21
601,14,12,4,2023-05-24
602,14,13,16,2021-10-15
603,14,14,6,2021-09-04
604,14,15,7,2023-09-26
605,14,16,15,2021-03-04
606,14,17,10,2022-12-01
607,14,18,3,2022-04-03
608,14,19,8,2022-11-29
609,14,20,1,2023-06-11
610,14,21,30,2023-03-01
611,14,22,24,2022-07-22
612,14,23,14,2021-12-21
613,14,24,9,2021-04-07
614,14,25,5,2022-01-05
615,14,26,21,2022-12-05
616,14,27,20,2021-01-18
617,14,28,26,2022-07-24
618,14,29,25,2021-02-05
619,14,30,12,2021-02-21
620,15,1,2,2021-03-07
621,15,1,19,2023-04-07
622,15,2,1,2023-11-15
623,15,3,14,2022-04-19
624,15,4,13,2022-11-23
625,15,5,20,2022-04-02
626,15,6,24,2022-04-23
627,15,7,17,2021-09-05
628,15,8,9,2022-01-24
629,15,9,27,2022-10-27
630,15,10,14,2023-06-12
631,15,11,21,2021-05-10
632,15,12,18,2021-06-03
633,15,13,19,2023-02-23
634,15,14,16,2021-08-14
635,15,15,11,2022-12-30
636,16,1,6,2023-03-02
637,16,1,18,2021-08-02
638,16,2,30,2022-02-22
639,16,3,19,2022-05-04
640,16,4,29,2022-09-12
641,16,5,1,2023-01-15
642,16,6,18,2021-03-05
643,16,7,25,2023-04-14
644,16,8,19,2022-05-09
645,16,9,20,2021-11-13
646,16,10,8,2021-01-22
647,16,11,9,2023-05-26
648,16,12,13,2023-08-19
649,16,13,4,2022-11-25
650,16,14,10,2023-06-08
651,16,15,7,2022-12-19
652,16,16,11,2021-05-18
653,16,17,21,2022-09-10
654,16,18,30,2022-03-20
655,16,19,16,2022-06-01
656,17,1,3,2023-08-23
657,17,1,23,2023-04-13
658,17,2,4,2023-02-07
659,17,3,1,2021-03-21
660,17,4,2,2021-09-25
661,17,5,10,2022-09-15
662,17,6,17,2022-07-14
663,17,7,1,2022-06-12
664,17,8,8,2021-10-15
665,17,9,29,2023-01-15
666,17,10,25,2022-10-26
667,17,11,18,2023-02-02
668,17,12,2,2021-02-06
669,17,13,4,2021-09-12
670,17,14,22,2021-11-03
671,17,15,9,2022-03-25
672,17,16,30,2023-06-21
673,17,17,11,2023-07-22
674,17,18,24,2023-02-10
675,17,19,15,2022-11-01
676,17,20,28,2022-01-18
677,17,21,10,2023-09-09
678,17,22,13,2021-11-07
679,17,23,7,2022-06-15
680,17,24,21,2022-07-22
681,17,25,9,2022-02-11
682,17,26,19,2021-12-14
683,17,27,21,2023-07-01
684,17,28,3,2023-03-29
685,17,29,4,2021-07-21
686,18,1,15,2021-04-03
687,18,1,25,2023-06-15
688,18,2,5,2023-04-13
689,18,3,29,2022-04-22
690,18,4,23,2021-03-28
691,18,5,15,2021-06-14
692,18,6,12,2021-10-02
693,18,7,10,2022-01-15
694,18,8,9,2022-03-03
695,18,9,23,2022-08-02
696,18,10,19,2022-05-22
697,18,11,7,2021-11-01
698,18,12,6,2021-06-25
699,18,13,1,2022-10-11
700,18,14,27,2021-10-20
701,18,15,16,2022-07-14
702,18,16,28,2023-05-29
703,18,17,12,2023-01-05
704,18,18,18,2023-03-17
705,18,19,26,2022-05-11
706,18,20,29,2022-08-17
707,18,21,2,2022-03-06
708,18,22,11,2021-07-16
709,18,23,30,2021-09-28
710,18,24,2,2023-09-11
711,18,25,21,2022-06-22
712,18,26,9,2021-07-30
713,18,27,4,2022-12-07
714,18,28,15,2023-05-05
715,18,29,3,2021-09-14
716,18,30,6,2022-01-10
717,19,1,21,2023-07-12
718,19,2,12,2021-01-31
719,19,3,34,2022-01-06
720,19,4,13,2023-06-18
721,19,5,5,2021-07-09
722,19,6,18,2021-03-12
723,19,7,9,2022-01-11
724,19,8,19,2023-08-02
725,19,9,14,2023-04-07
726,19,10,17,2022-05-13
727,19,11,10,2021-10-15
728,19,12,29,2021-06-20
729,19,13,1,2021-08-04
730,19,14,20,2023-05-25
731,19,15,17,2021-12-04
732,19,16,24,2022-07-03
733,19,17,32,2023-01-07
734,19,18,22,2021-03-22
735,19,19,8,2023-06-21
736,19,20,12,2023-04-04
737,19,21,6,2023-09-12
738,19,22,2,2022-10-08
739,19,23,5,2023-01-28
740,19,24,15,2022-12-15
741,19,25,31,2021-10-30
742,19,26,28,2022-02-01
743,19,27,29,2023-06-26
744,19,28,3,2021-05-11
745,19,29,16,2022-05-01
746,20,1,7,2021-04-22
747,20,1,15,2022-05-20
748,20,2,18,2021-01-25
749,20,3,19,2022-10-01
750,20,4,13,2023-04-09
751,20,5,8,2022-08-02
752,20,6,10,2022-01-26
753,20,7,16,2022-12-03
754,20,8,14,2023-02-12
755,20,9,22,2022-11-24
756,20,10,4,2022-06-03
757,20,11,27,2023-06-22
758,20,12,15,2022-10-19
759,20,13,12,2021-10-14
760,20,14,11,2022-01-20
761,20,15,14,2022-11-19
762,20,16,3,2023-09-11
763,20,17,30,2022-01-27
764,20,18,5,2023-03-29
765,20,19,6,2021-08-12
766,20,20,1,2023-05-30
767,20,21,20,2023-01-09
768,20,22,18,2021-10-13
769,20,23,30,2022-07-28
770,20,24,5,2022-11-11
771,20,25,11,2023-05-02
772,20,26,7,2021-05-19
773,20,27,25,2022-12-03
774,20,28,16,2021-11-08
775,20,29,4,2022-08-06
776,20,30,9,2023-04-21
777,20,31,22,2023-06-21
778,20,32,26,2021-09-15
779,20,33,28,2021-05-24
780,20,34,18,2022-03-10
781,20,35,31,2021-11-01
782,20,36,19,2021-07-16
783,20,37,6,2021-07-02
784,20,38,8,2023-04-28
785,20,39,12,2022-10-22
786,20,40,3,2022-10-19
787,20,41,21,2023-01-24
788,20,42,21,2021-08-07
789,20,43,25,2023-03-23
790,20,44,16,2022-05-17
791,20,45,11,2021-02-24
792,20,46,15,2022-07-29
793,20,47,30,2021-10-30
794,20,48,10,2022-01-25
795,20,49,24,2023-01-06
796,20,50,1,2021-06-03
797,20,51,20,2022-09-07
798,20,52,2,2023-03-04
799,20,53,21,2023-07-14
800,20,54,27,2023-07-26
801,20,55,8,2022-03-14
802,20,56,20,2022-07-28
803,20,57,15,2021-12-11
804,20,58,9,2022-05-12
805,20,59,4,2021-06-12
806,20,60,6,2022-02-14
807,20,61,30,2022-05-11
808,20,62,10,2022-11-03
809,20,63,3,2022-08-09
810,20,64,1,2021-04-06
811,20,65,23,2022-09-17
812,20,66,15,2022-05-21
813,20,67,12,2022-09-24
814,20,68,11,2023-07-13
815,20,69,30,2023-01-18
816,20,70,20,2021-01-02
817,20,71,4,2023-03-07
818,20,72,6,2022-06-09
819,20,73,9,2023-06-21
820,20,74,5,2023-06-16
821,20,75,10,2023-03-14
822,20,76,8,2022-12-19
823,20,77,3,2021-03-16
824,20,78,14,2022-11-06
825,20,79,7,2023-05-17
826,20,80,19,2022-02-10
827,20,81,24,2022-01-25
828,20,82,28,2023-07-12
829,20,83,4,2022-05-24
830,20,84,3,2021-02-03
831,20,85,1,2021-11-18
832,20,86,6,2023-04-21
833,20,87,5,2023-01-01
834,20,88,8,2021-01-15
835,20,89,12,2023-05-14
836,20,90,3,2021-02-06
837,21,1,17,2022-03-10
838,21,1,30,2022-01-30
839,21,2,7,2022-11-12
840,21,3,2,2021-11-27
841,21,4,3,2021-05-21
842,21,5,24,2021-12-14
843,21,6,18,2023-01-01
844,21,7,14,2023-04-22
845,21,8,4,2021-06-19
846,21,9,19,2021-02-16
847,21,10,6,2021-08-20
848,21,11,9,2023-03-22
849,21,12,26,2023-02-11
850,21,13,4,2021-07-04
851,21,14,12,2022-03-25
852,21,15,28,2023-08-27
853,21,16,31,2022-04-21
854,22,1,2,2022-03-29
855,22,1,5,2021-10-09
856,22,2,3,2022-08-24
857,22,3,15,2023-01-12
858,22,4,40,2022-12-04
859,22,5,22,2022-03-14
860,22,6,25,2023-06-13
861,22,7,18,2021-06-10
862,22,8,8,2023-03-16
863,22,9,12,2021-08-06
864,22,10,21,2022-07-19
865,22,11,3,2021-06-05
866,22,12,14,2022-02-13
867,22,13,27,2021-03-28
868,22,14,1,2023-01-14
869,22,15,28,2023-01-30
870,22,16,9,2022-02-10
871,22,17,35,2023-01-15
872,22,18,16,2023-02-09
873,22,19,10,2021-07-13
874,22,20,15,2021-06-05
875,22,21,24,2022-03-17
876,22,22,8,2022-06-20
877,22,23,14,2022-07-02
878,22,24,11,2022-01-10
879,22,25,6,2021-08-31
880,22,26,2,2023-02-19
881,23,1,11,2022-06-28
882,23,2,20,2022-06-30
883,23,3,7,2021-12-02
884,23,4,2,2022-02-01
885,23,5,10,2023-02-03
886,23,6,14,2022-08-19
887,23,7,26,2022-12-10
888,23,8,25,2023-01-18
889,23,9,8,2021-09-29
890,23,10,9,2021-06-08
891,23,11,28,2023-03-05
892,23,12,12,2022-01-27
893,23,13,20,2021-02-26
894,23,14,13,2021-07-10
895,23,15,15,2021-11-26
896,23,16,19,2022-01-01
897,23,17,3,2022-10-13
898,23,18,23,2021-12-15
899,23,19,1,2021-12-21
900,23,20,6,2023-01-03
901,23,21,9,2022-08-16
902,23,22,4,2023-03-21
903,23,23,30,2021-02-10
904,23,24,5,2022-11-17
905,23,25,22,2023-06-12
906,23,26,3,2022-04-29
907,23,27,16,2022-05-22
908,23,28,27,2022-03-14
909,23,29,20,2021-03-26
910,23,30,11,2022-01-07
911,24,1,30,2023-06-22
912,24,1,12,2023-04-14
913,24,2,14,2023-03-08
914,24,3,3,2023-04-28
915,24,4,9,2022-09-21
916,24,5,8,2021-06-26
917,24,6,7,2022-08-03
918,24,7,2,2022-05-29
919,24,8,1,2021-05-15
920,24,9,15,2022-03-06
